port_call_id,date_key,port_key,terminal_key,vessel_key,carrier_key,ship_size_class_key,route_key,arrival_datetime,berth_datetime,departure_datetime,berth_waiting_hours,at_berth_hours,turnaround_hours,crane_moves_total,is_delayed,delay_hours,year,month
4086,20230303,3,7,100,7,5,4,2023-03-03 09:55:00,2023-03-05 04:24:57,2023-03-06 11:28:22,42.5,31.06,73.56,495,0,0.0,2023,3
4087,20230313,3,8,197,3,3,5,2023-03-13 02:02:00,2023-03-13 09:07:57,2023-03-14 16:02:47,7.1,30.91,38.01,0,0,0.0,2023,3
4088,20230331,3,7,85,10,2,6,2023-03-31 12:07:00,2023-04-01 01:39:09,2023-04-02 00:14:31,13.54,22.59,36.13,0,0,0.0,2023,3
4089,20230331,3,9,64,1,1,4,2023-03-31 03:22:00,2023-03-31 06:13:37,2023-04-01 20:43:21,2.86,38.5,41.36,0,0,0.0,2023,3
4090,20230312,3,7,79,10,2,6,2023-03-12 10:13:00,2023-03-12 11:58:54,2023-03-13 14:52:15,1.77,26.89,28.65,0,0,0.0,2023,3
4091,20230322,3,7,184,10,5,15,2023-03-22 05:24:00,2023-03-22 07:03:13,2023-03-24 02:57:17,1.65,41.43,45.55,451,1,2.48,2023,3
4092,20230323,3,8,129,13,2,6,2023-03-23 10:11:00,2023-03-23 21:54:28,2023-03-25 21:23:45,11.72,47.49,59.21,0,0,0.0,2023,3
4093,20230322,3,7,183,3,2,6,2023-03-22 04:40:00,2023-03-22 07:46:24,2023-03-23 11:59:09,3.11,28.21,31.32,760,0,0.0,2023,3
4094,20230321,3,7,150,13,1,13,2023-03-21 14:37:00,2023-03-22 01:48:54,2023-03-23 07:31:43,11.2,29.71,40.91,0,0,0.0,2023,3
4095,20230328,3,8,64,3,1,4,2023-03-28 11:27:00,2023-03-29 00:30:57,2023-03-30 18:19:36,13.07,41.81,54.88,0,0,0.0,2023,3
4096,20230321,3,7,75,7,4,15,2023-03-21 07:03:00,2023-03-22 00:49:12,2023-03-23 03:54:43,17.77,24.62,44.86,237,1,2.47,2023,3
4097,20230303,3,7,104,14,1,5,2023-03-03 10:27:00,2023-03-03 13:16:39,2023-03-04 15:35:27,2.83,26.31,29.14,0,0,0.0,2023,3
4098,20230331,3,9,167,14,1,6,2023-03-31 11:49:00,2023-03-31 21:13:26,2023-04-02 14:42:56,9.41,41.49,50.9,0,0,0.0,2023,3
4099,20230317,3,9,110,13,4,6,2023-03-17 20:46:00,2023-03-18 06:01:08,2023-03-21 00:37:38,9.25,36.29,75.86,642,1,30.32,2023,3
4100,20230309,3,7,171,6,1,11,2023-03-09 11:25:00,2023-03-09 23:30:56,2023-03-11 01:36:25,12.1,26.09,38.19,0,0,0.0,2023,3
4101,20230327,3,7,199,13,4,9,2023-03-27 21:02:00,2023-03-28 01:14:10,2023-03-30 03:45:02,4.2,27.13,54.72,780,1,23.39,2023,3
4102,20230330,3,9,170,10,1,6,2023-03-30 07:00:00,2023-03-30 11:43:18,2023-03-31 15:25:53,4.72,27.71,32.43,0,0,0.0,2023,3
4103,20230306,3,7,56,10,2,13,2023-03-06 05:16:00,2023-03-06 08:37:49,2023-03-08 02:04:47,3.36,35.32,44.81,0,1,6.13,2023,3
4104,20230314,3,8,127,6,3,11,2023-03-14 00:00:00,2023-03-14 00:21:56,2023-03-15 02:48:22,0.37,26.44,26.81,408,0,0.0,2023,3
4105,20230314,3,9,64,6,1,4,2023-03-14 01:43:00,2023-03-14 04:04:55,2023-03-15 19:56:35,2.37,39.86,42.23,0,0,0.0,2023,3
4106,20230331,3,9,24,10,1,9,2023-03-31 17:09:00,2023-04-01 07:12:21,2023-04-03 05:10:57,14.06,31.23,60.03,0,1,14.75,2023,3
4107,20230307,3,7,160,1,3,5,2023-03-07 03:22:00,2023-03-07 03:55:30,2023-03-08 14:58:55,0.56,35.06,35.62,553,0,0.0,2023,3
4108,20230310,3,8,124,1,3,6,2023-03-10 04:11:00,2023-03-10 11:20:59,2023-03-11 19:46:32,7.17,17.3,39.59,0,1,15.13,2023,3
4109,20230311,3,7,195,1,5,9,2023-03-11 10:55:00,2023-03-11 21:03:59,2023-03-14 02:06:00,10.15,33.65,63.18,560,1,19.38,2023,3
4110,20230319,3,7,38,14,1,4,2023-03-19 09:02:00,2023-03-19 16:01:23,2023-03-21 13:01:15,6.99,37.5,51.99,0,1,7.5,2023,3
4111,20230323,3,7,1,10,2,9,2023-03-23 14:38:00,2023-03-23 14:40:53,2023-03-25 02:56:12,0.05,36.26,36.3,396,0,0.0,2023,3
4112,20230324,3,7,127,13,3,6,2023-03-24 03:59:00,2023-03-24 12:55:31,2023-03-25 23:10:48,8.94,34.25,43.2,814,0,0.0,2023,3
4113,20230330,3,8,84,13,4,13,2023-03-30 10:12:00,2023-03-31 00:22:01,2023-03-31 17:55:27,14.17,17.56,31.72,609,0,0.0,2023,3
4114,20230322,3,8,153,6,1,6,2023-03-22 20:33:00,2023-03-23 02:13:17,2023-03-24 03:41:21,5.67,25.47,31.14,0,0,0.0,2023,3
4115,20230318,3,9,162,1,5,11,2023-03-18 09:07:00,2023-03-18 20:04:04,2023-03-20 04:26:37,10.95,32.38,43.33,237,0,0.0,2023,3
4116,20230303,3,9,129,3,2,4,2023-03-03 01:38:00,2023-03-03 01:40:51,2023-03-04 02:33:56,0.05,24.88,24.93,0,0,0.0,2023,3
4117,20230305,3,8,181,1,1,11,2023-03-05 00:54:00,2023-03-05 06:38:14,2023-03-06 19:23:14,5.74,25.11,42.49,0,1,11.64,2023,3
4118,20230305,3,9,46,1,3,9,2023-03-05 22:21:00,2023-03-06 09:14:08,2023-03-07 19:44:34,10.89,34.51,45.39,0,0,0.0,2023,3
4119,20230316,3,7,193,3,6,5,2023-03-16 16:48:00,2023-03-16 21:24:16,2023-03-17 17:38:08,4.6,20.23,24.84,1115,0,0.0,2023,3
4120,20230417,3,9,38,3,1,9,2023-04-17 13:51:00,2023-04-18 15:03:24,2023-04-19 16:30:34,25.21,25.45,50.66,0,0,0.0,2023,4
4121,20230422,3,8,174,10,5,9,2023-04-22 05:05:00,2023-04-22 10:10:30,2023-04-23 08:13:42,5.09,22.05,27.15,443,0,0.0,2023,4
4122,20230409,3,8,17,14,5,6,2023-04-09 12:14:00,2023-04-10 08:32:18,2023-04-11 09:14:12,20.31,24.7,45.0,794,0,0.0,2023,4
4123,20230419,3,7,79,14,2,5,2023-04-19 00:43:00,2023-04-19 03:21:28,2023-04-20 05:21:17,2.64,26.0,28.64,0,0,0.0,2023,4
4124,20230412,3,7,56,7,2,6,2023-04-12 04:06:00,2023-04-12 18:52:47,2023-04-14 01:25:50,14.78,21.38,45.33,0,1,9.17,2023,4
4125,20230424,3,8,19,10,1,4,2023-04-24 08:59:00,2023-04-24 13:11:58,2023-04-26 07:57:23,4.22,42.76,46.97,0,0,0.0,2023,4
4126,20230417,3,7,85,10,2,9,2023-04-17 00:20:00,2023-04-17 21:45:56,2023-04-19 05:34:25,21.43,31.81,53.24,0,0,0.0,2023,4
4127,20230412,3,8,73,14,3,13,2023-04-12 11:37:00,2023-04-13 05:52:30,2023-04-14 20:20:39,18.26,38.47,56.73,701,0,0.0,2023,4
4128,20230403,3,8,60,1,1,5,2023-04-03 05:36:00,2023-04-04 07:57:45,2023-04-05 16:41:28,26.36,32.73,59.09,0,0,0.0,2023,4
4129,20230419,3,7,155,6,1,15,2023-04-19 18:40:00,2023-04-19 23:05:00,2023-04-21 04:53:30,4.42,26.78,34.23,0,1,3.03,2023,4
4130,20230423,3,7,74,13,1,9,2023-04-23 17:27:00,2023-04-23 23:32:31,2023-04-25 08:21:30,6.09,28.58,38.91,0,1,4.24,2023,4
4131,20230422,3,7,197,1,3,9,2023-04-22 14:15:00,2023-04-23 09:10:03,2023-04-24 05:56:23,18.92,15.09,39.69,0,1,5.68,2023,4
4132,20230415,3,8,147,6,1,13,2023-04-15 02:25:00,2023-04-15 21:14:05,2023-04-17 01:30:26,18.82,28.27,47.09,0,0,0.0,2023,4
4133,20230409,3,7,68,1,3,6,2023-04-09 21:35:00,2023-04-10 12:30:00,2023-04-12 04:57:42,14.92,39.49,55.38,774,1,0.97,2023,4
4134,20230403,3,8,45,7,5,6,2023-04-03 07:40:00,2023-04-04 01:40:50,2023-04-05 05:14:29,18.01,26.68,45.57,610,1,0.88,2023,4
4135,20230414,3,7,102,6,1,9,2023-04-14 19:10:00,2023-04-14 21:10:26,2023-04-16 08:59:18,2.01,35.81,37.82,0,0,0.0,2023,4
4136,20230413,3,9,22,3,4,6,2023-04-13 15:55:00,2023-04-13 21:28:43,2023-04-14 18:47:39,5.56,21.32,26.88,618,0,0.0,2023,4
4137,20230422,3,7,128,13,1,6,2023-04-22 09:43:00,2023-04-22 13:24:54,2023-04-25 00:37:20,3.7,29.09,62.91,0,1,30.12,2023,4
4138,20230414,3,8,128,14,1,6,2023-04-14 09:32:00,2023-04-15 03:54:54,2023-04-17 02:19:07,18.38,30.12,64.79,0,1,16.28,2023,4
4139,20230402,3,7,130,1,3,5,2023-04-02 09:07:00,2023-04-03 05:54:34,2023-04-04 10:46:59,20.79,28.87,49.67,0,0,0.0,2023,4
4140,20230426,3,7,181,14,1,9,2023-04-26 03:20:00,2023-04-27 01:42:57,2023-04-27 17:49:39,22.38,16.11,38.49,0,0,0.0,2023,4
4141,20230430,3,7,11,3,1,13,2023-04-30 00:24:00,2023-04-30 10:50:08,2023-05-02 16:37:06,10.44,32.03,64.22,0,1,21.76,2023,4
4142,20230426,3,7,92,13,3,6,2023-04-26 08:10:00,2023-04-26 11:20:39,2023-04-27 13:28:18,3.18,26.13,29.31,417,0,0.0,2023,4
4143,20230420,3,7,142,14,3,6,2023-04-20 21:09:00,2023-04-21 10:45:13,2023-04-22 15:38:45,13.6,28.89,42.5,0,0,0.0,2023,4
4144,20230423,3,7,129,7,2,9,2023-04-23 07:54:00,2023-04-23 22:55:11,2023-04-25 06:29:50,15.02,23.15,46.6,0,1,8.42,2023,4
4145,20230406,3,8,72,14,3,6,2023-04-06 12:14:00,2023-04-08 03:39:49,2023-04-10 07:31:36,39.43,26.24,91.29,689,1,25.62,2023,4
4146,20230411,3,7,54,13,3,9,2023-04-11 12:11:00,2023-04-11 17:54:06,2023-04-12 21:18:28,5.72,27.41,33.12,0,0,0.0,2023,4
4147,20230407,3,8,149,10,1,9,2023-04-07 03:31:00,2023-04-07 13:22:17,2023-04-08 19:03:17,9.85,29.68,39.54,0,0,0.0,2023,4
4148,20230405,3,7,12,1,4,6,2023-04-05 09:05:00,2023-04-05 09:54:40,2023-04-06 04:05:56,0.83,18.19,19.02,684,0,0.0,2023,4
4149,20230415,3,8,92,10,3,13,2023-04-15 11:43:00,2023-04-17 07:04:41,2023-04-18 19:26:23,43.36,30.44,79.72,699,1,5.92,2023,4
4150,20230420,3,7,3,6,1,4,2023-04-20 15:54:00,2023-04-21 00:24:21,2023-04-22 01:52:36,8.51,25.47,33.98,0,0,0.0,2023,4
4151,20230409,3,7,166,3,2,6,2023-04-09 11:48:00,2023-04-10 02:36:54,2023-04-11 09:09:51,14.82,26.91,45.36,0,1,3.64,2023,4
4152,20230402,3,7,174,13,5,9,2023-04-02 16:02:00,2023-04-03 07:58:59,2023-04-04 17:38:03,15.95,33.65,49.6,662,0,0.0,2023,4
4153,20230402,3,8,14,13,2,6,2023-04-02 04:02:00,2023-04-03 06:58:01,2023-04-04 11:19:37,26.93,28.36,55.29,0,0,0.0,2023,4
4154,20230403,3,8,126,1,1,4,2023-04-03 20:15:00,2023-04-03 23:47:21,2023-04-04 22:53:43,3.54,21.69,26.65,0,1,1.41,2023,4
4155,20230425,3,8,159,7,4,4,2023-04-25 19:03:00,2023-04-25 19:15:06,2023-04-27 04:06:35,0.2,21.02,33.06,521,1,11.84,2023,4
4156,20230423,3,8,136,1,1,4,2023-04-23 10:27:00,2023-04-23 13:31:02,2023-04-25 08:44:03,3.07,33.57,46.28,0,1,9.64,2023,4
4157,20230430,3,7,68,13,3,9,2023-04-30 22:43:00,2023-05-04 08:31:06,2023-05-05 08:45:19,81.8,24.24,106.04,798,0,0.0,2023,4
4158,20230412,3,7,43,7,3,9,2023-04-12 19:19:00,2023-04-12 23:43:07,2023-04-15 00:37:42,4.4,34.13,53.31,0,1,14.78,2023,4
4159,20230414,3,7,3,14,1,11,2023-04-14 04:14:00,2023-04-14 06:44:43,2023-04-16 04:53:16,2.51,30.59,48.65,0,1,15.55,2023,4
4160,20230413,3,8,57,3,2,5,2023-04-13 06:08:00,2023-04-13 10:01:18,2023-04-14 19:52:22,3.89,33.85,37.74,0,0,0.0,2023,4
4161,20230423,3,7,162,6,5,4,2023-04-23 14:58:00,2023-04-23 16:02:57,2023-04-25 05:11:11,1.08,37.14,38.22,538,0,0.0,2023,4
4162,20230419,3,8,165,3,1,9,2023-04-19 14:46:00,2023-04-19 14:50:43,2023-04-20 01:41:41,0.08,10.85,10.93,0,0,0.0,2023,4
4163,20230429,3,7,68,1,3,5,2023-04-29 19:18:00,2023-04-29 23:47:03,2023-05-01 06:06:41,4.48,30.33,34.81,808,0,0.0,2023,4
4164,20230404,3,7,177,10,1,9,2023-04-04 03:58:00,2023-04-05 17:20:03,2023-04-07 17:36:46,37.37,27.54,85.65,923,1,20.74,2023,4
4165,20230409,3,7,2,7,1,15,2023-04-09 22:27:00,2023-04-12 11:16:54,2023-04-14 01:11:17,60.83,37.91,98.74,393,0,0.0,2023,4
4166,20230423,3,7,121,10,1,9,2023-04-23 13:04:00,2023-04-23 18:33:48,2023-04-25 23:53:01,5.5,32.96,58.82,0,1,20.36,2023,4
4167,20230405,3,8,65,1,2,6,2023-04-05 22:41:00,2023-04-06 08:36:32,2023-04-07 19:21:46,9.93,34.75,44.68,0,0,0.0,2023,4
4168,20230411,3,8,168,6,2,6,2023-04-11 23:39:00,2023-04-12 10:32:31,2023-04-13 17:41:59,10.89,25.85,42.05,0,1,5.3,2023,4
4169,20230414,3,7,143,1,3,6,2023-04-14 15:40:00,2023-04-15 13:08:00,2023-04-15 23:38:29,21.47,10.51,31.97,988,0,0.0,2023,4
4170,20230401,3,9,191,1,2,4,2023-04-01 15:40:00,2023-04-01 16:00:02,2023-04-03 04:51:13,0.33,36.85,37.19,845,0,0.0,2023,4
4171,20230421,3,7,20,1,3,6,2023-04-21 15:07:00,2023-04-23 02:19:27,2023-04-23 22:58:43,35.21,20.65,55.86,0,0,0.0,2023,4
4172,20230409,3,8,38,1,1,6,2023-04-09 20:33:00,2023-04-10 04:24:04,2023-04-11 14:49:07,7.85,34.42,42.27,0,0,0.0,2023,4
4173,20230402,3,8,49,6,2,6,2023-04-02 15:05:00,2023-04-02 17:49:30,2023-04-03 18:49:29,2.74,17.09,27.74,563,1,7.91,2023,4
4174,20230528,3,9,44,10,6,6,2023-05-28 01:01:00,2023-05-28 13:40:44,2023-05-30 06:05:04,12.66,40.41,53.07,765,0,0.0,2023,5
4175,20230528,3,7,41,13,4,5,2023-05-28 07:36:00,2023-05-28 11:19:44,2023-05-29 21:05:27,3.73,33.76,37.49,641,0,0.0,2023,5
4176,20230518,3,8,105,10,3,11,2023-05-18 22:44:00,2023-05-19 22:03:50,2023-05-21 16:57:56,23.33,38.69,66.23,527,1,4.21,2023,5
4177,20230522,3,7,120,6,3,4,2023-05-22 20:32:00,2023-05-24 10:03:00,2023-05-25 03:34:23,37.52,17.52,55.04,0,0,0.0,2023,5
4178,20230512,3,7,148,3,3,15,2023-05-12 17:45:00,2023-05-13 12:38:10,2023-05-15 00:46:50,18.89,17.63,55.03,835,1,18.52,2023,5
4179,20230507,3,7,61,7,3,5,2023-05-07 15:26:00,2023-05-07 16:04:05,2023-05-08 18:13:59,0.63,26.17,26.8,0,0,0.0,2023,5
4180,20230522,3,7,89,14,1,13,2023-05-22 16:08:00,2023-05-22 18:05:21,2023-05-24 19:24:17,1.96,38.08,51.27,0,1,11.24,2023,5
4181,20230530,3,7,168,3,2,11,2023-05-30 12:51:00,2023-05-31 01:25:07,2023-06-01 12:50:28,12.57,35.42,47.99,0,0,0.0,2023,5
4182,20230523,3,8,9,6,2,6,2023-05-23 14:55:00,2023-05-25 00:33:54,2023-05-26 08:03:22,33.65,31.49,65.14,201,0,0.0,2023,5
4183,20230524,3,7,79,13,2,6,2023-05-24 04:31:00,2023-05-25 03:30:14,2023-05-26 20:42:12,22.99,39.54,64.19,0,1,1.66,2023,5
4184,20230531,3,7,84,14,4,6,2023-05-31 07:31:00,2023-05-31 09:35:37,2023-06-01 13:01:44,2.08,27.44,29.51,450,0,0.0,2023,5
4185,20230530,3,7,9,6,2,15,2023-05-30 12:39:00,2023-05-31 11:20:05,2023-06-02 01:52:19,22.68,38.54,61.22,503,0,0.0,2023,5
4186,20230509,3,7,47,7,1,4,2023-05-09 18:27:00,2023-05-10 10:22:34,2023-05-12 18:47:19,15.93,26.63,72.34,0,1,29.78,2023,5
4187,20230522,3,7,179,13,4,6,2023-05-22 11:53:00,2023-05-23 11:22:12,2023-05-25 20:40:44,23.49,38.41,80.8,1010,1,18.9,2023,5
4188,20230512,3,7,114,10,5,6,2023-05-12 13:37:00,2023-05-13 20:58:47,2023-05-15 06:53:42,31.36,24.89,65.28,554,1,9.03,2023,5
4189,20230529,3,8,102,3,1,4,2023-05-29 10:54:00,2023-05-29 19:20:14,2023-05-31 10:13:38,8.44,26.97,47.33,0,1,11.92,2023,5
4190,20230501,3,9,79,1,2,9,2023-05-01 04:48:00,2023-05-01 20:29:38,2023-05-03 12:20:42,15.69,39.85,55.55,0,0,0.0,2023,5
4191,20230513,3,7,184,7,5,4,2023-05-13 07:47:00,2023-05-13 07:52:44,2023-05-14 20:40:08,0.1,36.79,36.89,504,0,0.0,2023,5
4192,20230502,3,7,196,6,2,11,2023-05-02 08:43:00,2023-05-02 14:44:17,2023-05-03 09:05:05,6.02,18.35,24.37,0,0,0.0,2023,5
4193,20230530,3,9,31,1,6,4,2023-05-30 09:27:00,2023-05-31 22:05:49,2023-06-02 00:38:33,36.65,26.55,63.19,213,0,0.0,2023,5
4194,20230503,3,8,23,14,4,6,2023-05-03 06:18:00,2023-05-03 12:12:46,2023-05-04 03:57:12,5.91,15.74,21.65,741,0,0.0,2023,5
4195,20230515,3,7,192,14,1,5,2023-05-15 22:42:00,2023-05-16 09:07:03,2023-05-17 13:26:26,10.42,28.32,38.74,0,0,0.0,2023,5
4196,20230501,3,7,113,14,3,15,2023-05-01 23:36:00,2023-05-02 04:20:19,2023-05-03 14:14:14,4.74,33.9,38.64,0,0,0.0,2023,5
4197,20230528,3,9,145,6,2,13,2023-05-28 09:44:00,2023-05-28 16:28:52,2023-05-29 21:33:37,6.75,29.08,35.83,707,0,0.0,2023,5
4198,20230517,3,7,45,3,5,4,2023-05-17 16:08:00,2023-05-18 04:54:51,2023-05-19 18:42:14,12.78,33.18,50.57,672,1,4.61,2023,5
4199,20230530,3,7,62,10,2,13,2023-05-30 04:49:00,2023-05-30 15:26:54,2023-06-01 03:36:03,10.63,35.2,46.78,0,1,0.95,2023,5
4200,20230521,3,7,127,10,3,6,2023-05-21 01:59:00,2023-05-21 03:04:47,2023-05-22 16:54:25,1.1,37.83,38.92,584,0,0.0,2023,5
4201,20230507,3,8,107,3,1,5,2023-05-07 12:31:00,2023-05-07 17:15:03,2023-05-08 16:43:58,4.73,23.48,28.22,0,0,0.0,2023,5
4202,20230524,3,8,37,1,3,6,2023-05-24 20:14:00,2023-05-24 22:40:22,2023-05-26 10:21:42,2.44,35.69,38.13,0,0,0.0,2023,5
4203,20230524,3,9,21,13,3,11,2023-05-24 13:12:00,2023-05-25 09:19:52,2023-05-27 22:57:38,20.13,44.33,81.76,714,1,17.3,2023,5
4204,20230513,3,7,99,1,2,5,2023-05-13 04:01:00,2023-05-13 19:38:49,2023-05-15 04:41:17,15.63,33.04,48.67,0,0,0.0,2023,5
4205,20230502,3,9,134,13,1,4,2023-05-02 16:18:00,2023-05-03 04:35:23,2023-05-04 04:08:51,12.29,23.56,35.85,665,0,0.0,2023,5
4206,20230513,3,7,72,6,3,6,2023-05-13 17:13:00,2023-05-13 18:00:07,2023-05-16 15:56:21,0.79,44.86,70.72,714,1,25.07,2023,5
4207,20230531,3,8,5,6,3,9,2023-05-31 18:24:00,2023-05-31 20:28:00,2023-06-02 05:06:46,2.07,28.35,34.71,0,1,4.29,2023,5
4208,20230514,3,8,185,1,2,15,2023-05-14 17:38:00,2023-05-14 20:36:16,2023-05-16 13:14:38,2.97,40.64,43.61,0,0,0.0,2023,5
4209,20230514,3,8,18,10,3,9,2023-05-14 12:00:00,2023-05-14 15:09:09,2023-05-16 09:06:32,3.15,41.96,45.11,0,0,0.0,2023,5
4210,20230510,3,8,130,3,3,13,2023-05-10 13:56:00,2023-05-10 22:40:26,2023-05-11 22:26:38,8.74,23.77,32.51,0,0,0.0,2023,5
4211,20230503,3,7,52,7,1,9,2023-05-03 13:17:00,2023-05-03 13:58:16,2023-05-04 15:10:35,0.69,25.21,25.89,0,0,0.0,2023,5
4212,20230513,3,9,49,1,2,6,2023-05-13 08:39:00,2023-05-13 10:20:02,2023-05-14 14:09:39,1.68,27.83,29.51,967,0,0.0,2023,5
4213,20230527,3,9,174,14,5,15,2023-05-27 11:03:00,2023-05-28 00:19:23,2023-05-29 06:24:15,13.27,30.08,43.35,593,0,0.0,2023,5
4214,20230515,3,9,146,13,3,6,2023-05-15 10:18:00,2023-05-15 10:30:32,2023-05-16 22:13:51,0.21,35.72,35.93,336,0,0.0,2023,5
4215,20230510,3,7,42,13,1,9,2023-05-10 22:57:00,2023-05-11 04:55:57,2023-05-12 12:28:49,5.98,31.55,37.53,0,0,0.0,2023,5
4216,20230512,3,7,63,13,1,6,2023-05-12 16:46:00,2023-05-12 20:14:41,2023-05-14 05:44:46,3.48,33.5,36.98,0,0,0.0,2023,5
4217,20230512,3,8,63,10,1,6,2023-05-12 08:40:00,2023-05-12 09:56:19,2023-05-15 23:07:11,1.27,35.23,86.45,0,1,49.95,2023,5
4218,20230518,3,7,191,3,2,6,2023-05-18 12:24:00,2023-05-18 19:13:05,2023-05-20 16:57:14,6.82,45.74,52.55,453,0,0.0,2023,5
4219,20230501,3,7,14,10,2,5,2023-05-01 06:33:00,2023-05-01 20:19:41,2023-05-02 17:33:52,13.78,21.24,35.01,0,0,0.0,2023,5
4220,20230506,3,7,149,7,1,6,2023-05-06 09:29:00,2023-05-07 19:26:42,2023-05-09 16:02:47,33.96,44.6,78.56,0,0,0.0,2023,5
4221,20230525,3,8,191,1,2,4,2023-05-25 00:06:00,2023-05-25 18:51:07,2023-05-26 03:27:35,18.75,8.61,27.36,609,0,0.0,2023,5
4222,20230511,3,8,159,3,4,6,2023-05-11 03:31:00,2023-05-11 06:50:49,2023-05-13 01:40:47,3.33,42.83,46.16,773,0,0.0,2023,5
4223,20230507,3,7,196,3,2,6,2023-05-07 19:02:00,2023-05-08 22:24:00,2023-05-10 04:19:07,27.37,25.01,57.29,0,1,4.91,2023,5
4224,20230531,3,7,170,14,1,6,2023-05-31 19:33:00,2023-06-01 15:10:45,2023-06-02 21:45:21,19.63,30.58,50.21,0,0,0.0,2023,5
4225,20230507,3,8,174,3,5,5,2023-05-07 13:05:00,2023-05-07 15:23:35,2023-05-09 05:47:21,2.31,25.01,40.71,535,1,13.39,2023,5
4226,20230524,3,8,138,6,4,15,2023-05-24 16:27:00,2023-05-25 19:22:16,2023-05-28 06:49:35,26.92,35.54,86.38,201,1,23.91,2023,5
4227,20230508,3,8,129,6,2,11,2023-05-08 14:22:00,2023-05-09 05:54:51,2023-05-10 20:19:19,15.55,38.41,53.96,0,0,0.0,2023,5
4228,20230519,3,8,1,3,2,6,2023-05-19 13:04:00,2023-05-19 23:16:45,2023-05-21 20:37:45,10.21,45.35,55.56,374,0,0.0,2023,5
4229,20230505,3,7,103,3,1,6,2023-05-05 17:13:00,2023-05-05 18:05:47,2023-05-07 07:52:29,0.88,37.78,38.66,0,0,0.0,2023,5
4230,20230530,3,7,97,10,4,6,2023-05-30 11:27:00,2023-05-31 17:54:35,2023-06-01 15:34:55,30.46,21.67,52.13,799,0,0.0,2023,5
4231,20230623,3,8,91,7,2,9,2023-06-23 07:15:00,2023-06-24 10:43:06,2023-06-25 14:43:12,27.47,28.0,55.47,0,0,0.0,2023,6
4232,20230609,3,8,157,10,2,6,2023-06-09 05:24:00,2023-06-09 23:53:18,2023-06-11 05:21:26,18.49,29.47,47.96,0,0,0.0,2023,6
4233,20230625,3,7,62,6,2,11,2023-06-25 15:21:00,2023-06-25 23:20:12,2023-06-27 08:17:06,7.99,32.95,40.94,0,0,0.0,2023,6
4234,20230616,3,7,148,3,3,5,2023-06-16 13:27:00,2023-06-17 23:15:26,2023-06-19 10:19:55,33.81,35.07,68.88,581,0,0.0,2023,6
4235,20230627,3,8,151,3,2,5,2023-06-27 06:00:00,2023-06-28 02:46:15,2023-06-29 20:12:02,20.77,29.67,62.2,0,1,11.76,2023,6
4236,20230616,3,8,142,3,3,11,2023-06-16 14:11:00,2023-06-17 03:59:44,2023-06-18 06:48:48,13.81,26.82,40.63,0,0,0.0,2023,6
4237,20230601,3,7,132,7,1,11,2023-06-01 07:16:00,2023-06-01 07:32:31,2023-06-03 08:53:49,0.28,32.02,49.63,0,1,17.33,2023,6
4238,20230626,3,8,195,13,5,4,2023-06-26 05:20:00,2023-06-26 08:40:22,2023-06-29 02:40:10,3.34,27.23,69.34,270,1,38.77,2023,6
4239,20230615,3,8,57,14,2,9,2023-06-15 07:00:00,2023-06-15 09:21:00,2023-06-16 09:20:43,2.35,24.0,26.35,0,0,0.0,2023,6
4240,20230609,3,7,136,1,1,11,2023-06-09 17:58:00,2023-06-11 02:08:30,2023-06-12 13:50:10,32.18,35.69,67.87,0,0,0.0,2023,6
4241,20230603,3,7,177,13,1,11,2023-06-03 20:29:00,2023-06-04 02:03:49,2023-06-06 10:19:33,5.58,56.26,61.84,777,0,0.0,2023,6
4242,20230627,3,7,66,13,1,11,2023-06-27 15:50:00,2023-06-28 00:47:11,2023-06-28 21:02:31,8.95,20.26,29.21,0,0,0.0,2023,6
4243,20230618,3,7,71,10,1,4,2023-06-18 03:56:00,2023-06-18 12:25:11,2023-06-19 19:21:54,8.49,30.95,39.43,0,0,0.0,2023,6
4244,20230630,3,7,12,3,4,5,2023-06-30 15:41:00,2023-06-30 16:20:50,2023-07-01 19:17:28,0.66,26.94,27.61,692,0,0.0,2023,6
4245,20230616,3,7,73,1,3,4,2023-06-16 00:28:00,2023-06-16 07:50:46,2023-06-17 15:05:25,7.38,31.24,38.62,679,0,0.0,2023,6
4246,20230620,3,7,93,1,4,6,2023-06-20 08:09:00,2023-06-23 01:38:51,2023-06-24 20:05:08,65.5,31.49,107.94,849,1,10.94,2023,6
4247,20230628,3,8,169,7,1,13,2023-06-28 01:22:00,2023-06-28 14:23:34,2023-06-30 04:31:07,13.03,38.13,51.15,893,0,0.0,2023,6
4248,20230621,3,7,125,13,6,4,2023-06-21 15:06:00,2023-06-21 15:23:26,2023-06-22 18:27:18,0.29,27.06,27.36,666,0,0.0,2023,6
4249,20230626,3,9,155,13,1,13,2023-06-26 03:43:00,2023-06-26 06:08:25,2023-06-26 23:33:48,2.42,17.42,19.85,0,0,0.0,2023,6
4250,20230616,3,8,49,1,2,9,2023-06-16 19:27:00,2023-06-17 13:57:37,2023-06-20 00:49:21,18.51,39.8,77.37,577,1,19.06,2023,6
4251,20230609,3,7,101,10,1,6,2023-06-09 01:38:00,2023-06-09 07:19:45,2023-06-10 13:22:03,5.7,30.04,35.73,0,0,0.0,2023,6
4252,20230603,3,8,83,7,1,9,2023-06-03 09:49:00,2023-06-03 12:57:49,2023-06-05 15:31:20,3.15,31.6,53.71,0,1,18.95,2023,6
